,Protein UniProt Acc.,EC Number,isEnzyme
253138,O43427,0.0.0.0,0
253140,Q5D862,0.0.0.0,0
253142,Q01543,0.0.0.0,0
253148,Q53EP0,0.0.0.0,0
253152,P41439,0.0.0.0,0
253153,P01100,0.0.0.0,0
253157,Q9UKC9,0.0.0.0,0
253159,P57775,0.0.0.0,0
253160,Q969H0,0.0.0.0,0
253163,O94868,0.0.0.0,0
253164,Q96AC1,0.0.0.0,0
253167,Q9UHY8,0.0.0.0,0
253168,Q5JSP0,0.0.0.0,0
253169,Q9HCT0,0.0.0.0,0
253170,P09038,0.0.0.0,0
253171,P08620,0.0.0.0,0
253174,P02751,0.0.0.0,0
253177,Q8TF40,0.0.0.0,0
253189,O95073,0.0.0.0,0
253197,Q8TES7,0.0.0.0,0
253200,Q9Y297,0.0.0.0,0
253201,Q9UKT8,0.0.0.0,0
253203,P31994,0.0.0.0,0
253204,Q6P4F2,0.0.0.0,0
253211,P36980,0.0.0.0,0
253214,P02675,0.0.0.0,0
253216,Q6QHK4,0.0.0.0,0
253223,Q3B820,0.0.0.0,0
253224,A1A519,0.0.0.0,0
253225,Q9BRX8,0.0.0.0,0
253227,Q9UNN5,0.0.0.0,0
253228,Q8IZU0,0.0.0.0,0
253229,Q9NPI8,0.0.0.0,0
253233,P23142,0.0.0.0,0
253234,P98095,0.0.0.0,0
253235,O95967,0.0.0.0,0
253236,Q9UBX5,0.0.0.0,0
253245,O15552,0.0.0.0,0
253246,Q5NUL3,0.0.0.0,0
253251,P15311,0.0.0.0,0
253252,Q92567,0.0.0.0,0
253253,Q6UWZ7,0.0.0.0,0
253254,Q7L8L6,0.0.0.0,0
253257,Q9GZV9,0.0.0.0,0
253260,P12034,0.0.0.0,0
253261,Q13642,0.0.0.0,0
253264,P58499,0.0.0.0,0
253265,Q00597,0.0.0.0,0
253267,Q12805,0.0.0.0,0
253269,P35555,0.0.0.0,0
253270,Q5T0N5,0.0.0.0,0
253273,Q9UKA2,0.0.0.0,0
253274,Q8N3Y1,0.0.0.0,0
253276,O75015,0.0.0.0,0
253278,P12314,0.0.0.0,0
253280,O00602,0.0.0.0,0
253282,P02771,0.0.0.0,0
253283,Q99581,0.0.0.0,0
253284,Q99689,0.0.0.0,0
253289,Q4L180,0.0.0.0,0
253290,P20930,0.0.0.0,0
253292,Q6UN15,0.0.0.0,0
253296,Q9NZ56,0.0.0.0,0
253297,Q9BSJ8,0.0.0.0,0
253300,Q9Y603,0.0.0.0,0
253302,Q96KP1,0.0.0.0,0
253303,O95990,0.0.0.0,0
253304,Q1W6H9,0.0.0.0,0
253306,Q96MK3,0.0.0.0,0
253308,P51161,0.0.0.0,0
253309,O15287,0.0.0.0,0
253310,P02765,0.0.0.0,0
253313,Q6ZNL6,0.0.0.0,0
253314,O76093,0.0.0.0,0
253315,O95750,0.0.0.0,0
253317,Q9NP95,0.0.0.0,0
253319,Q8N539,0.0.0.0,0
253321,Q9UK96,0.0.0.0,0
253322,Q86XK2,0.0.0.0,0
253323,Q9NRD1,0.0.0.0,0
253331,Q92915,0.0.0.0,0
253333,P21781,0.0.0.0,0
253334,Q14512,0.0.0.0,0
253342,O95466,0.0.0.0,0
253343,Q8IVF7,0.0.0.0,0
253344,Q06787,0.0.0.0,0
253346,Q96RU3,0.0.0.0,0
253348,Q9Y4F9,0.0.0.0,0
253349,Q86UY5,0.0.0.0,0
253350,Q9H4H8,0.0.0.0,0
253351,P15090,0.0.0.0,0
253353,Q96CS3,0.0.0.0,0
253354,Q9NYY8,0.0.0.0,0
253355,O15360,0.0.0.0,0
253356,Q9NVI1,0.0.0.0,0
253359,O75636,0.0.0.0,0
253360,Q96P31,0.0.0.0,0
253364,Q9Y613,0.0.0.0,0
253365,Q2V2M9,0.0.0.0,0
253366,Q03591,0.0.0.0,0
253367,Q9BXR6,0.0.0.0,0
253371,Q14314,0.0.0.0,0
253379,Q9Y5Y0,0.0.0.0,0
253380,Q9UPI3,0.0.0.0,0
253383,Q9P278,0.0.0.0,0
253385,Q96NB1,0.0.0.0,0
253391,P98177,0.0.0.0,0
253392,Q68CZ1,0.0.0.0,0
253394,Q8WUP2,0.0.0.0,0
253396,Q75N90,0.0.0.0,0
253398,Q9UKT5,0.0.0.0,0
253400,Q9UKT4,0.0.0.0,0
253401,Q9Y3I1,0.0.0.0,0
253404,O14842,0.0.0.0,0
253406,P98174,0.0.0.0,0
253407,Q96M96,0.0.0.0,0
253411,P05230,0.0.0.0,0
253413,Q15007,0.0.0.0,0
253414,Q13045,0.0.0.0,0
253420,O00358,0.0.0.0,0
253421,O75593,0.0.0.0,0
253425,Q5SYB0,0.0.0.0,0
253426,Q14CM0,0.0.0.0,0
253427,O94915,0.0.0.0,0
253429,Q12841,0.0.0.0,0
253436,Q5T1M5,0.0.0.0,0
253447,P53539,0.0.0.0,0
253451,Q12946,0.0.0.0,0
253452,Q12951,0.0.0.0,0
253453,Q9P0K8,0.0.0.0,0
253454,P58012,0.0.0.0,0
253456,O15409,0.0.0.0,0
253457,O95684,0.0.0.0,0
253458,Q68DX3,0.0.0.0,0
253459,Q16658,0.0.0.0,0
253460,P01225,0.0.0.0,0
253463,Q92945,0.0.0.0,0
253464,Q96I24,0.0.0.0,0
253469,Q12948,0.0.0.0,0
253470,P21462,0.0.0.0,0
253472,Q5H8C1,0.0.0.0,0
253473,P02792,0.0.0.0,0
253484,P15976,0.0.0.0,0
253486,Q8WUU5,0.0.0.0,0
253487,O75344,0.0.0.0,0
253491,Q8NFG4,0.0.0.0,0
253493,Q14315,0.0.0.0,0
253497,Q14254,0.0.0.0,0
253507,O00409,0.0.0.0,0
253509,Q14331,0.0.0.0,0
253510,Q6ZUT3,0.0.0.0,0
253518,Q6P050,0.0.0.0,0
253521,P27469,0.0.0.0,0
253522,O95866,0.0.0.0,0
253523,O43826,0.0.0.0,0
253524,Q86XJ1,0.0.0.0,0
253527,Q8WW38,0.0.0.0,0
253534,Q9BTV5,0.0.0.0,0
253539,Q8IWF2,0.0.0.0,0
253540,Q96DB9,0.0.0.0,0
253542,Q8TAE8,0.0.0.0,0
253543,Q99501,0.0.0.0,0
253544,O43559,0.0.0.0,0
253545,O14926,0.0.0.0,0
253546,O95633,0.0.0.0,0
253550,Q96AE4,0.0.0.0,0
253551,P51116,0.0.0.0,0
253552,O15117,0.0.0.0,0
253554,O60353,0.0.0.0,0
253555,O75084,0.0.0.0,0
253556,P24522,0.0.0.0,0
253570,Q9P2B2,0.0.0.0,0
253571,Q86XX4,0.0.0.0,0
253576,Q8IVP5,0.0.0.0,0
253579,Q14802,0.0.0.0,0
253584,Q14C86,0.0.0.0,0
253587,Q96A29,0.0.0.0,0
253591,Q9BQS8,0.0.0.0,0
253592,Q8TED4,0.0.0.0,0
253593,Q9UQC2,0.0.0.0,0
253597,Q5JY77,0.0.0.0,0
253598,P32239,0.0.0.0,0
253600,P23769,0.0.0.0,0
253601,Q8TB36,0.0.0.0,0
253603,Q9UM11,0.0.0.0,0
253605,Q06547,0.0.0.0,0
253606,Q06546,0.0.0.0,0
253607,O75899,0.0.0.0,0
253613,Q9H2C0,0.0.0.0,0
253618,P59768,0.0.0.0,0
253619,P50150,0.0.0.0,0
253622,Q96CW5,0.0.0.0,0
253623,Q9UGJ1,0.0.0.0,0
253624,Q96RT7,0.0.0.0,0
253629,P52565,0.0.0.0,0
253631,O75496,0.0.0.0,0
253632,O00451,0.0.0.0,0
253633,Q9UJY4,0.0.0.0,0
253635,Q9UG22,0.0.0.0,0
253636,Q96F15,0.0.0.0,0
253637,Q8NHV1,0.0.0.0,0
253641,Q8WWB7,0.0.0.0,0
253648,P57057,0.0.0.0,0
253649,Q13480,0.0.0.0,0
253652,Q92908,0.0.0.0,0
253654,O14775,0.0.0.0,0
253655,P50151,0.0.0.0,0
253660,O60383,0.0.0.0,0
253666,P57678,0.0.0.0,0
253667,P55040,0.0.0.0,0
253670,Q92847,0.0.0.0,0
253678,P28472,0.0.0.0,0
253679,Q99928,0.0.0.0,0
253680,P60520,0.0.0.0,0
253682,Q96CN9,0.0.0.0,0
253683,Q8IWJ2,0.0.0.0,0
253684,Q9BSJ2,0.0.0.0,0
253691,P31150,0.0.0.0,0
253694,P09681,0.0.0.0,0
253701,Q92538,0.0.0.0,0
253704,P14867,0.0.0.0,0
253707,P18507,0.0.0.0,0
253708,Q9H0R8,0.0.0.0,0
253709,P24046,0.0.0.0,0
253710,P28476,0.0.0.0,0
253712,Q96RT8,0.0.0.0,0
253714,P23434,0.0.0.0,0
253717,P14136,0.0.0.0,0
253723,Q02643,0.0.0.0,0
253724,Q9UBU3,0.0.0.0,0
253728,Q14161,0.0.0.0,0
253733,Q5SZK8,0.0.0.0,0
253734,A1L4K1,0.0.0.0,0
253738,Q9H469,0.0.0.0,0
253742,Q9H4G4,0.0.0.0,0
253743,Q9NY12,0.0.0.0,0
253744,P01350,0.0.0.0,0
253746,Q9BWX5,0.0.0.0,0
253747,Q8WTX7,0.0.0.0,0
253749,P62873,0.0.0.0,0
253755,P16383,0.0.0.0,0
253757,O75603,0.0.0.0,0
253758,Q92616,0.0.0.0,0
253762,Q9UJY5,0.0.0.0,0
253764,Q9NZ52,0.0.0.0,0
253766,Q8N1E6,0.0.0.0,0
253775,P22466,0.0.0.0,0
253776,P47211,0.0.0.0,0
253777,O60755,0.0.0.0,0
253779,Q9H706,0.0.0.0,0
253781,Q14393,0.0.0.0,0
253783,Q9UN88,0.0.0.0,0
253788,Q14397,0.0.0.0,0
253792,P43026,0.0.0.0,0
253793,P52306,0.0.0.0,0
253796,P06396,0.0.0.0,0
253797,Q9NWZ8,0.0.0.0,0
253799,Q9UBI6,0.0.0.0,0
253800,P63211,0.0.0.0,0
253802,P47869,0.0.0.0,0
253803,O95166,0.0.0.0,0
253804,O00591,0.0.0.0,0
253808,Q8N6F7,0.0.0.0,0
253810,Q6KF10,0.0.0.0,0
253811,Q7Z4P5,0.0.0.0,0
253812,P50395,0.0.0.0,0
253813,P52566,0.0.0.0,0
253815,P07093,0.0.0.0,0
253818,O14893,0.0.0.0,0
253819,Q9H840,0.0.0.0,0
253822,Q9NS18,0.0.0.0,0
253824,Q86SX6,0.0.0.0,0
253826,P27539,0.0.0.0,0
253827,Q9UK05,0.0.0.0,0
253829,P39905,0.0.0.0,0
253833,Q8WXD5,0.0.0.0,0
253841,P10912,0.0.0.0,0
253845,P04921,0.0.0.0,0
253848,P23415,0.0.0.0,0
253851,P47871,0.0.0.0,0
253852,Q7Z4T8,0.0.0.0,0
253854,P14314,0.0.0.0,0
253860,P19086,0.0.0.0,0
253862,P22749,0.0.0.0,0
253863,Q13439,0.0.0.0,0
253864,Q14789,0.0.0.0,0
253868,Q9UNW8,0.0.0.0,0
253872,Q86WP2,0.0.0.0,0
253873,P35052,0.0.0.0,0
253874,O75487,0.0.0.0,0
253875,P60893,0.0.0.0,0
253880,P62993,0.0.0.0,0
253883,Q3V6T2,0.0.0.0,0
253884,Q9Y3R0,0.0.0.0,0
253885,Q14833,0.0.0.0,0
253886,O15303,0.0.0.0,0
253888,P28799,0.0.0.0,0
253889,P09341,0.0.0.0,0
253890,P38646,0.0.0.0,0
253893,Q9BQ67,0.0.0.0,0
253895,Q9NR23,0.0.0.0,0
253903,P02724,0.0.0.0,0
253905,P01275,0.0.0.0,0
253908,Q9P107,0.0.0.0,0
253911,Q8NBJ4,0.0.0.0,0
253912,Q9H4A6,0.0.0.0,0
253914,Q9BQQ3,0.0.0.0,0
253924,Q9Y625,0.0.0.0,0
253925,Q86YW7,0.0.0.0,0
253926,Q14956,0.0.0.0,0
253927,Q14330,0.0.0.0,0
253930,Q14451,0.0.0.0,0
253931,Q4ZG55,0.0.0.0,0
253937,P29992,0.0.0.0,0
253938,Q14344,0.0.0.0,0
253941,P11488,0.0.0.0,0
253943,Q9UJJ9,0.0.0.0,0
253945,Q92805,0.0.0.0,0
253946,Q08378,0.0.0.0,0
253950,Q9HD26,0.0.0.0,0
253952,Q9H8Y8,0.0.0.0,0
253953,O95249,0.0.0.0,0
253954,O14653,0.0.0.0,0
253957,P32249,0.0.0.0,0
253961,Q9UHW5,0.0.0.0,0
253962,Q9Y2T6,0.0.0.0,0
253968,P28676,0.0.0.0,0
253971,Q7LDG7,0.0.0.0,0
253972,Q8TDF6,0.0.0.0,0
253975,P14672,0.0.0.0,0
253976,Q9UGQ3,0.0.0.0,0
253977,Q9NRM0,0.0.0.0,0
253979,Q99684,0.0.0.0,0
253980,Q9GZZ7,0.0.0.0,0
253981,P30047,0.0.0.0,0
253983,Q9H936,0.0.0.0,0
253985,P48546,0.0.0.0,0
253993,O76003,0.0.0.0,0
253997,Q9Y692,0.0.0.0,0
253998,Q3T8J9,0.0.0.0,0
254000,Q9Y3E0,0.0.0.0,0
254002,Q5VW38,0.0.0.0,0
254003,P51810,0.0.0.0,0
254005,P55259,0.0.0.0,0
254009,Q99795,0.0.0.0,0
254010,O43292,0.0.0.0,0
254011,Q9NZH0,0.0.0.0,0
254015,Q8NEA9,0.0.0.0,0
254016,Q96IJ6,0.0.0.0,0
254017,P08754,0.0.0.0,0
254018,P30968,0.0.0.0,0
254020,Q8TBA6,0.0.0.0,0
254021,Q7Z5G4,0.0.0.0,0
254027,Q99527,0.0.0.0,0
254028,Q96T91,0.0.0.0,0
254031,Q9NQS5,0.0.0.0,0
254032,Q13227,0.0.0.0,0
254035,P04899,0.0.0.0,0
254036,P50148,0.0.0.0,0
254039,P19087,0.0.0.0,0
254040,Q9BVP2,0.0.0.0,0
254041,Q0D2H9,0.0.0.0,0
254042,Q08AF8,0.0.0.0,0
254045,B7ZAQ6,0.0.0.0,0
254049,O95267,0.0.0.0,0
254051,Q99988,0.0.0.0,0
254052,O14793,0.0.0.0,0
254053,Q7L5D6,0.0.0.0,0
254054,O60609,0.0.0.0,0
254055,Q53GS7,0.0.0.0,0
254060,Q9NZD2,0.0.0.0,0
254066,P30679,0.0.0.0,0
254067,Q12967,0.0.0.0,0
254068,Q9NVN8,0.0.0.0,0
254070,Q9H2G9,0.0.0.0,0
254072,Q6PRD1,0.0.0.0,0
254073,P07359,0.0.0.0,0
254078,Q9NQ84,0.0.0.0,0
254079,P06028,0.0.0.0,0
254086,Q9NZI5,0.0.0.0,0
254090,Q8TAX9,0.0.0.0,0
254091,P48507,0.0.0.0,0
254092,Q9UHL9,0.0.0.0,0
254093,Q969Y2,0.0.0.0,0
254094,O95528,0.0.0.0,0
254095,P22732,0.0.0.0,0
254097,P23527,0.0.0.0,0
254104,P08151,0.0.0.0,0
254105,P10071,0.0.0.0,0
254112,Q9HC97,0.0.0.0,0
254113,O15354,0.0.0.0,0
254115,Q9Y4H4,0.0.0.0,0
254125,Q14416,0.0.0.0,0
254129,P57764,0.0.0.0,0
254133,A4D1E9,0.0.0.0,0
254135,P11166,0.0.0.0,0
254138,Q9NYZ3,0.0.0.0,0
254142,P20671,0.0.0.0,0
254143,Q99878,0.0.0.0,0
254144,P14770,0.0.0.0,0
254148,Q9HCN6,0.0.0.0,0
254151,Q13322,0.0.0.0,0
254156,Q9UBP9,0.0.0.0,0
254157,P0C5Z0,0.0.0.0,0
254158,Q16695,0.0.0.0,0
254159,P68431,0.0.0.0,0
254160,P84243,0.0.0.0,0
254162,P68871,0.0.0.0,0
254165,Q9BYG8,0.0.0.0,0
254170,P0C0S8,0.0.0.0,0
254171,Q8IUE6,0.0.0.0,0
254172,Q71UI9,0.0.0.0,0
254173,Q9P0M6,0.0.0.0,0
254174,P58876,0.0.0.0,0
254175,O60814,0.0.0.0,0
254176,Q99877,0.0.0.0,0
254179,Q14CZ8,0.0.0.0,0
254180,Q9ULI3,0.0.0.0,0
254184,P05546,0.0.0.0,0
254186,Q13588,0.0.0.0,0
254188,P11021,0.0.0.0,0
254192,Q12849,0.0.0.0,0
254193,A4D1B5,0.0.0.0,0
254204,P54257,0.0.0.0,0
254206,P69892,0.0.0.0,0
254212,Q9H583,0.0.0.0,0
254215,Q9NWQ4,0.0.0.0,0
254216,P40197,0.0.0.0,0
254218,O75791,0.0.0.0,0
254221,P0CAP2,0.0.0.0,0
254224,Q8IV61,0.0.0.0,0
254228,Q92896,0.0.0.0,0
254230,Q9NY64,0.0.0.0,0
254232,O95843,0.0.0.0,0
254235,P07305,0.0.0.0,0
254236,P16104,0.0.0.0,0
254237,O75367,0.0.0.0,0
254242,Q9BYW1,0.0.0.0,0
254247,P0C0S5,0.0.0.0,0
254249,Q6DRA6,0.0.0.0,0
254252,Q9NVX0,0.0.0.0,0
254253,O94927,0.0.0.0,0
254254,Q9BT25,0.0.0.0,0
254256,Q8TDQ0,0.0.0.0,0
254257,O00165,0.0.0.0,0
254263,Q9UMX6,0.0.0.0,0
254264,Q02747,0.0.0.0,0
254266,Q9H116,0.0.0.0,0
254267,P16401,0.0.0.0,0
254269,Q93077,0.0.0.0,0
254272,Q6FI13,0.0.0.0,0
254273,Q7L7L0,0.0.0.0,0
254275,P06899,0.0.0.0,0
254281,P61296,0.0.0.0,0
254283,Q96CS2,0.0.0.0,0
254284,Q68CZ6,0.0.0.0,0
254287,Q99075,0.0.0.0,0
254299,A8MVW5,0.0.0.0,0
254307,Q9UM44,0.0.0.0,0
254309,O00291,0.0.0.0,0
254317,O75334,0.0.0.0,0
254318,Q99732,0.0.0.0,0
254320,Q9NUN5,0.0.0.0,0
254321,Q9Y468,0.0.0.0,0
254322,Q8WVP7,0.0.0.0,0
254324,Q03252,0.0.0.0,0
254325,Q6ZN17,0.0.0.0,0
254327,O15165,0.0.0.0,0
254328,Q8TF66,0.0.0.0,0
254329,Q9HCJ2,0.0.0.0,0
254330,Q96AG4,0.0.0.0,0
254331,Q6NSJ5,0.0.0.0,0
254339,Q8ND56,0.0.0.0,0
254341,O95274,0.0.0.0,0
254343,Q86UE4,0.0.0.0,0
254344,Q9Y250,0.0.0.0,0
254345,Q9BRK4,0.0.0.0,0
254349,P20700,0.0.0.0,0
254350,P61968,0.0.0.0,0
254351,Q6P5Q4,0.0.0.0,0
254352,Q9UN81,0.0.0.0,0
254353,P23490,0.0.0.0,0
254360,Q9Y2Q5,0.0.0.0,0
254362,P51884,0.0.0.0,0
254363,Q9Y6Y9,0.0.0.0,0
254364,P16581,0.0.0.0,0
254365,P12980,0.0.0.0,0
254367,Q8N653,0.0.0.0,0
254369,Q96A59,0.0.0.0,0
254372,Q15691,0.0.0.0,0
254374,O15232,0.0.0.0,0
254383,Q14114,0.0.0.0,0
254386,Q9Y608,0.0.0.0,0
254389,Q13449,0.0.0.0,0
254390,Q9Y333,0.0.0.0,0
254394,Q14766,0.0.0.0,0
254395,Q8N2S1,0.0.0.0,0
254403,Q5TCQ9,0.0.0.0,0
254405,P55145,0.0.0.0,0
254406,Q9P2G4,0.0.0.0,0
254412,O43504,0.0.0.0,0
254414,P01706,0.0.0.0,0
254415,Q17RY6,0.0.0.0,0
254416,O95711,0.0.0.0,0
254421,Q05195,0.0.0.0,0
254423,Q8NHW3,0.0.0.0,0
254424,Q9ULX9,0.0.0.0,0
254426,Q9UNF1,0.0.0.0,0
254428,Q8N4S9,0.0.0.0,0
254430,Q13021,0.0.0.0,0
254431,Q66K74,0.0.0.0,0
254433,Q8IWT6,0.0.0.0,0
254437,Q96JA1,0.0.0.0,0
254440,Q9BRA0,0.0.0.0,0
254446,Q8WXG6,0.0.0.0,0
254448,Q9H063,0.0.0.0,0
254449,O15525,0.0.0.0,0
254450,P43360,0.0.0.0,0
254454,O43324,0.0.0.0,0
254455,Q6VMQ6,0.0.0.0,0
254456,O43772,0.0.0.0,0
254457,Q14676,0.0.0.0,0
254461,P01700,0.0.0.0,0
254465,Q9Y5Y7,0.0.0.0,0
254470,Q9H7P6,0.0.0.0,0
254472,P32245,0.0.0.0,0
254475,Q9P1T7,0.0.0.0,0
254478,Q93074,0.0.0.0,0
254479,Q9UHV7,0.0.0.0,0
254480,O60244,0.0.0.0,0
254486,Q71SY5,0.0.0.0,0
254487,O95402,0.0.0.0,0
254488,O43513,0.0.0.0,0
254494,Q96GY3,0.0.0.0,0
254503,Q9UFC0,0.0.0.0,0
254506,Q9Y4Z0,0.0.0.0,0
254509,Q9BVC4,0.0.0.0,0
254510,Q9NPC1,0.0.0.0,0
254511,Q9UHA4,0.0.0.0,0
254512,Q0VGL1,0.0.0.0,0
254514,P01714,0.0.0.0,0
254517,Q9HD34,0.0.0.0,0
254518,Q96L50,0.0.0.0,0
254521,Q3SXY7,0.0.0.0,0
254522,Q12912,0.0.0.0,0
254525,O75197,0.0.0.0,0
254527,Q32MZ4,0.0.0.0,0
254529,Q9P127,0.0.0.0,0
254530,P01718,0.0.0.0,0
254531,O95868,0.0.0.0,0
254532,Q5SQ64,0.0.0.0,0
254533,O60449,0.0.0.0,0
254534,Q9HBG7,0.0.0.0,0
254535,P16109,0.0.0.0,0
254538,Q02978,0.0.0.0,0
254540,Q8IWC1,0.0.0.0,0
254544,Q13477,0.0.0.0,0
254549,Q9Y5V3,0.0.0.0,0
254551,Q86UL8,0.0.0.0,0
254552,Q6P9F7,0.0.0.0,0
254553,Q7L1W4,0.0.0.0,0
254555,Q969L4,0.0.0.0,0
254556,P83369,0.0.0.0,0
254560,P62312,0.0.0.0,0
254561,Q9UK45,0.0.0.0,0
254562,P80748,0.0.0.0,0
254563,P04211,0.0.0.0,0
254565,Q14210,0.0.0.0,0
254568,Q7Z4T9,0.0.0.0,0
254572,Q16655,0.0.0.0,0
254575,Q96EY5,0.0.0.0,0
254580,P14151,0.0.0.0,0
254583,Q7L5Y9,0.0.0.0,0
254587,Q96QZ7,0.0.0.0,0
254589,P78559,0.0.0.0,0
254590,Q49MG5,0.0.0.0,0
254592,P04201,0.0.0.0,0
254593,Q9NZL9,0.0.0.0,0
254594,P43243,0.0.0.0,0
254599,Q9UBB5,0.0.0.0,0
254600,O95983,0.0.0.0,0
254601,Q9P267,0.0.0.0,0
254603,P11226,0.0.0.0,0
254607,Q8NEM0,0.0.0.0,0
254609,Q71F56,0.0.0.0,0
254610,Q9UI95,0.0.0.0,0
254611,Q8NFP4,0.0.0.0,0
254619,Q02078,0.0.0.0,0
254625,Q9Y316,0.0.0.0,0
254626,Q16674,0.0.0.0,0
254630,Q8N3F8,0.0.0.0,0
254632,P20774,0.0.0.0,0
254633,Q9Y3D0,0.0.0.0,0
254635,Q8NDC0,0.0.0.0,0
254637,Q7Z434,0.0.0.0,0
254643,Q9BTE3,0.0.0.0,0
254645,Q96EZ8,0.0.0.0,0
254647,Q9ULC4,0.0.0.0,0
254650,O14770,0.0.0.0,0
254665,A9UHW6,0.0.0.0,0
254667,O15068,0.0.0.0,0
254668,P10911,0.0.0.0,0
254677,Q13503,0.0.0.0,0
254678,Q6P2C8,0.0.0.0,0
254679,Q9H204,0.0.0.0,0
254681,Q9NPJ6,0.0.0.0,0
254682,Q96KG7,0.0.0.0,0
254683,A6BM72,0.0.0.0,0
254688,Q16891,0.0.0.0,0
254691,Q8TC71,0.0.0.0,0
254692,Q9BRT3,0.0.0.0,0
254694,P56270,0.0.0.0,0
254703,Q6DN12,0.0.0.0,0
254704,Q96AQ8,0.0.0.0,0
254710,Q15648,0.0.0.0,0
254712,Q15528,0.0.0.0,0
254713,Q9NX70,0.0.0.0,0
254715,O15553,0.0.0.0,0
254716,Q7Z7M0,0.0.0.0,0
254717,O00255,0.0.0.0,0
254719,Q6ZN04,0.0.0.0,0
254722,Q9H2D1,0.0.0.0,0
254723,Q96A72,0.0.0.0,0
254724,P08493,0.0.0.0,0
254727,P61244,0.0.0.0,0
254728,Q9UIS9,0.0.0.0,0
254731,Q9NR56,0.0.0.0,0
254732,Q9NUK0,0.0.0.0,0
254733,Q07820,0.0.0.0,0
254734,Q7L590,0.0.0.0,0
254738,Q8NE86,0.0.0.0,0
254739,Q15013,0.0.0.0,0
254740,Q13257,0.0.0.0,0
254741,Q99750,0.0.0.0,0
254742,Q8TC05,0.0.0.0,0
254744,O15151,0.0.0.0,0
254755,Q96G25,0.0.0.0,0
254760,P35240,0.0.0.0,0
254765,P55083,0.0.0.0,0
254768,Q9BV36,0.0.0.0,0
254772,Q0VG99,0.0.0.0,0
254775,Q96PC5,0.0.0.0,0
254777,Q5JRA6,0.0.0.0,0
254778,Q8N4Q1,0.0.0.0,0
254779,Q9BRQ6,0.0.0.0,0
254781,Q8TDR0,0.0.0.0,0
254784,Q9BYG3,0.0.0.0,0
254785,Q9HAP2,0.0.0.0,0
254791,Q96RN5,0.0.0.0,0
254794,Q9ULK4,0.0.0.0,0
254795,O75448,0.0.0.0,0
254798,O75586,0.0.0.0,0
254800,Q02080,0.0.0.0,0
254803,P50221,0.0.0.0,0
254804,P50222,0.0.0.0,0
254807,Q9GZY8,0.0.0.0,0
254809,Q8IYU8,0.0.0.0,0
254810,Q9NQG6,0.0.0.0,0
254812,Q8IVT2,0.0.0.0,0
254813,Q8WV92,0.0.0.0,0
254817,Q9NP71,0.0.0.0,0
254818,Q9H3L0,0.0.0.0,0
254820,Q8N4V1,0.0.0.0,0
254822,Q9H0U3,0.0.0.0,0
254823,Q5VYJ5,0.0.0.0,0
254824,Q13495,0.0.0.0,0
254825,Q8IZL2,0.0.0.0,0
254827,Q9Y2U8,0.0.0.0,0
254828,Q9UEW3,0.0.0.0,0
254829,P21941,0.0.0.0,0
254831,Q9NS73,0.0.0.0,0
254833,Q99705,0.0.0.0,0
254834,D6RGH6,0.0.0.0,0
254836,Q9GZU1,0.0.0.0,0
254838,P15529,0.0.0.0,0
254840,Q9NVC6,0.0.0.0,0
254843,Q6P0N0,0.0.0.0,0
254849,P43364,0.0.0.0,0
254852,Q92585,0.0.0.0,0
254853,Q96JK9,0.0.0.0,0
254854,Q96JE9,0.0.0.0,0
254856,O95460,0.0.0.0,0
254861,P08235,0.0.0.0,0
254862,Q9Y6D9,0.0.0.0,0
254871,Q96T76,0.0.0.0,0
254872,Q9BU76,0.0.0.0,0
254875,P53985,0.0.0.0,0
254876,O15427,0.0.0.0,0
254881,O75352,0.0.0.0,0
254882,Q8TCY5,0.0.0.0,0
254884,P25713,0.0.0.0,0
254886,Q13330,0.0.0.0,0
254887,P49286,0.0.0.0,0
254889,Q9ULD2,0.0.0.0,0
254893,Q96LB1,0.0.0.0,0
254896,P21757,0.0.0.0,0
254897,O75431,0.0.0.0,0
254905,P01106,0.0.0.0,0
254906,Q99836,0.0.0.0,0
254907,P13535,0.0.0.0,0
254909,Q9UBC5,0.0.0.0,0
254913,Q9ULV0,0.0.0.0,0
254914,Q9UM54,0.0.0.0,0
254915,Q13402,0.0.0.0,0
254917,P54296,0.0.0.0,0
254919,Q9NPC6,0.0.0.0,0
254920,Q14896,0.0.0.0,0
254925,Q68CQ1,0.0.0.0,0
254929,Q9HD23,0.0.0.0,0
254936,O95248,0.0.0.0,0
254937,P48039,0.0.0.0,0
254938,Q765P7,0.0.0.0,0
254941,P43121,0.0.0.0,0
254945,Q02505,0.0.0.0,0
254949,Q8TAX7,0.0.0.0,0
254950,Q96DR8,0.0.0.0,0
254960,P02795,0.0.0.0,0
254961,O94776,0.0.0.0,0
254962,Q9Y2Z2,0.0.0.0,0
254966,Q9ULC0,0.0.0.0,0
254967,Q96E29,0.0.0.0,0
254969,P55157,0.0.0.0,0
254970,Q13585,0.0.0.0,0
254973,Q8N307,0.0.0.0,0
254974,Q04900,0.0.0.0,0
254976,P20591,0.0.0.0,0
254977,Q92614,0.0.0.0,0
254978,Q96S97,0.0.0.0,0
254981,P10244,0.0.0.0,0
254986,Q9H2W2,0.0.0.0,0
254988,Q15049,0.0.0.0,0
254989,P58340,0.0.0.0,0
254996,Q70IA6,0.0.0.0,0
254997,Q2KHM9,0.0.0.0,0
255000,Q9UBG0,0.0.0.0,0
255002,O95255,0.0.0.0,0
