Protein UniProt Acc.,EC Number,isEnzyme
P30953,0.0.0.0,0
Q8WZA6,0.0.0.0,0
Q6IEV9,0.0.0.0,0
Q8NGB6,0.0.0.0,0
Q8N0Y3,0.0.0.0,0
P0C623,0.0.0.0,0
Q8NGV6,0.0.0.0,0
Q13606,0.0.0.0,0
Q8NGY3,0.0.0.0,0
Q15620,0.0.0.0,0
Q9P0S3,0.0.0.0,0
Q8NGE0,0.0.0.0,0
Q8NGY0,0.0.0.0,0
P58182,0.0.0.0,0
Q8NHC7,0.0.0.0,0
A6NGY5,0.0.0.0,0
Q8NGH8,0.0.0.0,0
Q8NGX6,0.0.0.0,0
Q8NGV5,0.0.0.0,0
Q8NGZ3,0.0.0.0,0
Q9UGF5,0.0.0.0,0
O14718,0.0.0.0,0
Q8NGS0,0.0.0.0,0
Q8NH92,0.0.0.0,0
Q15612,0.0.0.0,0
Q96R48,0.0.0.0,0
Q9GZK3,0.0.0.0,0
Q9GZK4,0.0.0.0,0
O76002,0.0.0.0,0
Q8NGQ1,0.0.0.0,0
Q9NRP0,0.0.0.0,0
O15212,0.0.0.0,0
Q15198,0.0.0.0,0
Q9BX93,0.0.0.0,0
Q9HB20,0.0.0.0,0
Q96S96,0.0.0.0,0
O15173,0.0.0.0,0
Q58EX7,0.0.0.0,0
P34995,0.0.0.0,0
Q53GA4,0.0.0.0,0
Q8WWB5,0.0.0.0,0
Q9H875,0.0.0.0,0
A4D2B8,0.0.0.0,0
Q14863,0.0.0.0,0
Q6PEZ8,0.0.0.0,0
Q6ZMI0,0.0.0.0,0
Q86XR5,0.0.0.0,0
Q9NXH3,0.0.0.0,0
Q96A00,0.0.0.0,0
Q3MUY2,0.0.0.0,0
Q9UPG8,0.0.0.0,0
O95428,0.0.0.0,0
Q6UQ28,0.0.0.0,0
Q13401,0.0.0.0,0
Q9UHV8,0.0.0.0,0
Q8TF05,0.0.0.0,0
Q96HE9,0.0.0.0,0
Q5FWE3,0.0.0.0,0
O75167,0.0.0.0,0
Q9NWT1,0.0.0.0,0
Q9H4M7,0.0.0.0,0
Q96N28,0.0.0.0,0
Q6S8J3,0.0.0.0,0
Q8N3S3,0.0.0.0,0
Q99541,0.0.0.0,0
Q96I34,0.0.0.0,0
O95685,0.0.0.0,0
P79522,0.0.0.0,0
O60542,0.0.0.0,0
Q6ZW05,0.0.0.0,0
Q00887,0.0.0.0,0
Q9BRX5,0.0.0.0,0
Q8TAE6,0.0.0.0,0
O75864,0.0.0.0,0
Q96EL3,0.0.0.0,0
Q7Z7F7,0.0.0.0,0
Q9Y225,0.0.0.0,0
Q9H0A6,0.0.0.0,0
Q3B726,0.0.0.0,0
Q9H9Y2,0.0.0.0,0
P09001,0.0.0.0,0
Q9BYD2,0.0.0.0,0
Q9NX20,0.0.0.0,0
Q96A35,0.0.0.0,0
Q9BRJ2,0.0.0.0,0
Q9BYD6,0.0.0.0,0
Q9BYD3,0.0.0.0,0
Q96GC5,0.0.0.0,0
P52198,0.0.0.0,0
Q9GZN7,0.0.0.0,0
Q6P1L8,0.0.0.0,0
Q9BYC8,0.0.0.0,0
O75394,0.0.0.0,0
Q4U2R6,0.0.0.0,0
Q9BU20,0.0.0.0,0
Q92552,0.0.0.0,0
Q8WWV3,0.0.0.0,0
Q96C34,0.0.0.0,0
Q9NVS2,0.0.0.0,0
Q5QGT7,0.0.0.0,0
Q86VV8,0.0.0.0,0
Q8N2Y8,0.0.0.0,0
Q9UHP6,0.0.0.0,0
Q96IZ7,0.0.0.0,0
O15235,0.0.0.0,0
Q9BYN8,0.0.0.0,0
P82673,0.0.0.0,0
Q9NR31,0.0.0.0,0
Q9H3T3,0.0.0.0,0
Q9Y2Q9,0.0.0.0,0
Q96BU1,0.0.0.0,0
Q9Y2P4,0.0.0.0,0
Q6ZUB1,0.0.0.0,0
Q9UQR0,0.0.0.0,0
Q7L4I2,0.0.0.0,0
Q9Y399,0.0.0.0,0
Q9Y2R9,0.0.0.0,0
O60783,0.0.0.0,0
Q9BQQ7,0.0.0.0,0
Q96GZ6,0.0.0.0,0
P35542,0.0.0.0,0
Q9UDX3,0.0.0.0,0
Q9H228,0.0.0.0,0
Q8NG04,0.0.0.0,0
Q9UDX4,0.0.0.0,0
Q9H1N7,0.0.0.0,0
Q96JT2,0.0.0.0,0
Q15404,0.0.0.0,0
P82675,0.0.0.0,0
P82663,0.0.0.0,0
Q9NP92,0.0.0.0,0
O75298,0.0.0.0,0
Q8IY34,0.0.0.0,0
Q8IZD6,0.0.0.0,0
Q6Q0C1,0.0.0.0,0
Q8TBE7,0.0.0.0,0
Q6NUJ1,0.0.0.0,0
Q9H1X1,0.0.0.0,0
Q9Y3D5,0.0.0.0,0
P59025,0.0.0.0,0
Q96NL0,0.0.0.0,0
Q9UKG4,0.0.0.0,0
Q9Y2C5,0.0.0.0,0
Q99884,0.0.0.0,0
Q9NPR2,0.0.0.0,0
O95968,0.0.0.0,0
A4FU49,0.0.0.0,0
Q96HL8,0.0.0.0,0
Q14940,0.0.0.0,0
A6NFY7,0.0.0.0,0
P09683,0.0.0.0,0
Q9H3T2,0.0.0.0,0
Q92599,0.0.0.0,0
Q9C0A6,0.0.0.0,0
Q08648,0.0.0.0,0
Q96A28,0.0.0.0,0
Q9BVL4,0.0.0.0,0
Q6ZU15,0.0.0.0,0
Q9H9B4,0.0.0.0,0
Q96QR1,0.0.0.0,0
Q9BZQ2,0.0.0.0,0
A6NMB1,0.0.0.0,0
Q9H7N4,0.0.0.0,0
Q9Y267,0.0.0.0,0
A6NK97,0.0.0.0,0
Q8TDM5,0.0.0.0,0
P47872,0.0.0.0,0
Q9BRJ7,0.0.0.0,0
P57772,0.0.0.0,0
Q8IW03,0.0.0.0,0
O95104,0.0.0.0,0
Q9BRV8,0.0.0.0,0
Q2M3G4,0.0.0.0,0
O43760,0.0.0.0,0
Q5PRF9,0.0.0.0,0
O75324,0.0.0.0,0
Q9Y6Q2,0.0.0.0,0
Q6EEV6,0.0.0.0,0
O75635,0.0.0.0,0
Q8WXF0,0.0.0.0,0
Q9UNL2,0.0.0.0,0
Q9UHV2,0.0.0.0,0
O60232,0.0.0.0,0
O75683,0.0.0.0,0
Q9Y5M8,0.0.0.0,0
Q9Y6J8,0.0.0.0,0
P81877,0.0.0.0,0
Q9NRC1,0.0.0.0,0
Q96DR4,0.0.0.0,0
P43308,0.0.0.0,0
Q7Z7C7,0.0.0.0,0
Q8N8G2,0.0.0.0,0
Q9Y5J1,0.0.0.0,0
Q9NYH9,0.0.0.0,0
O00526,0.0.0.0,0
Q6BDS2,0.0.0.0,0
Q9H320,0.0.0.0,0
O14599,0.0.0.0,0
O00295,0.0.0.0,0
Q9BY14,0.0.0.0,0
Q86XW9,0.0.0.0,0
Q96EC8,0.0.0.0,0
Q86U90,0.0.0.0,0
Q96KM6,0.0.0.0,0
Q9UFB7,0.0.0.0,0
Q15916,0.0.0.0,0
Q8TBF4,0.0.0.0,0
Q3KNS6,0.0.0.0,0
Q08AG5,0.0.0.0,0
P17022,0.0.0.0,0
P17027,0.0.0.0,0
P17039,0.0.0.0,0
Q8IZ26,0.0.0.0,0
Q02386,0.0.0.0,0
Q9HBT8,0.0.0.0,0
Q9UGR2,0.0.0.0,0
Q9Y6Q3,0.0.0.0,0
Q86YA3,0.0.0.0,0
P52736,0.0.0.0,0
Q14929,0.0.0.0,0
Q9Y3S2,0.0.0.0,0
Q9NQX6,0.0.0.0,0
Q96F45,0.0.0.0,0
Q68DY1,0.0.0.0,0
Q9Y2D9,0.0.0.0,0
Q96C28,0.0.0.0,0
Q5FWF6,0.0.0.0,0
P17030,0.0.0.0,0
P17035,0.0.0.0,0
P17041,0.0.0.0,0
Q9H4T2,0.0.0.0,0
P10073,0.0.0.0,0
Q96LW9,0.0.0.0,0
O15062,0.0.0.0,0
Q96MM3,0.0.0.0,0
O60765,0.0.0.0,0
Q7Z7L7,0.0.0.0,0
Q8WV99,0.0.0.0,0
Q63HK3,0.0.0.0,0
Q9Y2L8,0.0.0.0,0
P49910,0.0.0.0,0
Q9UL36,0.0.0.0,0
Q9NR11,0.0.0.0,0
Q8NA42,0.0.0.0,0
Q9C0G0,0.0.0.0,0
Q9H7R0,0.0.0.0,0
Q8WV37,0.0.0.0,0
Q6NX49,0.0.0.0,0
Q8NEP9,0.0.0.0,0
Q9BSK1,0.0.0.0,0
Q8WXB4,0.0.0.0,0
Q8N823,0.0.0.0,0
Q8N883,0.0.0.0,0
Q5T7W0,0.0.0.0,0
Q9P2J8,0.0.0.0,0
Q96CK0,0.0.0.0,0
Q9NV72,0.0.0.0,0
Q9BS86,0.0.0.0,0
P17040,0.0.0.0,0
Q8N3Z6,0.0.0.0,0
O43345,0.0.0.0,0
Q9UJW7,0.0.0.0,0
Q14588,0.0.0.0,0
Q14584,0.0.0.0,0
Q8N7M2,0.0.0.0,0
Q53GI3,0.0.0.0,0
Q96HQ0,0.0.0.0,0
Q8TBZ5,0.0.0.0,0
Q9BS31,0.0.0.0,0
Q5TYW1,0.0.0.0,0
Q96K58,0.0.0.0,0
Q96N38,0.0.0.0,0
Q9UJL9,0.0.0.0,0
Q6ZN57,0.0.0.0,0
Q8NC26,0.0.0.0,0
Q13360,0.0.0.0,0
P17025,0.0.0.0,0
O14709,0.0.0.0,0
Q9UDV6,0.0.0.0,0
Q9UL58,0.0.0.0,0
Q9UIE0,0.0.0.0,0
Q14590,0.0.0.0,0
A2RRD8,0.0.0.0,0
Q9C0F3,0.0.0.0,0
Q9BR84,0.0.0.0,0
Q8N8J6,0.0.0.0,0
Q9BS34,0.0.0.0,0
Q2M3X9,0.0.0.0,0
Q9BU19,0.0.0.0,0
B2RXF5,0.0.0.0,0
Q8ND82,0.0.0.0,0
Q86Y25,0.0.0.0,0
Q9UJU3,0.0.0.0,0
Q13398,0.0.0.0,0
O14771,0.0.0.0,0
Q16600,0.0.0.0,0
O75346,0.0.0.0,0
Q3ZCT1,0.0.0.0,0
Q9NRM2,0.0.0.0,0
Q9UDV7,0.0.0.0,0
Q86UD4,0.0.0.0,0
Q96JL9,0.0.0.0,0
Q9Y3M9,0.0.0.0,0
P59817,0.0.0.0,0
Q6AHZ1,0.0.0.0,0
Q9HCG1,0.0.0.0,0
Q9UJW8,0.0.0.0,0
Q70YC5,0.0.0.0,0
Q8N0Y2,0.0.0.0,0
Q08ER8,0.0.0.0,0
Q86UE3,0.0.0.0,0
O95049,0.0.0.0,0
Q6NSZ9,0.0.0.0,0
Q8IWY8,0.0.0.0,0
Q19AV6,0.0.0.0,0
O60293,0.0.0.0,0
P17029,0.0.0.0,0
Q9H2Y7,0.0.0.0,0
P17019,0.0.0.0,0
Q8N859,0.0.0.0,0
Q9ULD5,0.0.0.0,0
Q6ZMS7,0.0.0.0,0
P21506,0.0.0.0,0
P17021,0.0.0.0,0
P17023,0.0.0.0,0
Q9BSG1,0.0.0.0,0
O75132,0.0.0.0,0
Q9BUY5,0.0.0.0,0
O15090,0.0.0.0,0
Q86YE8,0.0.0.0,0
Q96NL3,0.0.0.0,0
P17031,0.0.0.0,0
P17038,0.0.0.0,0
Q96MX3,0.0.0.0,0
P51508,0.0.0.0,0
Q9BYN7,0.0.0.0,0
Q96SR6,0.0.0.0,0
Q6IV72,0.0.0.0,0
Q9Y2A4,0.0.0.0,0
P59923,0.0.0.0,0
Q6ECI4,0.0.0.0,0
Q9BX82,0.0.0.0,0
Q8TF39,0.0.0.0,0
O60304,0.0.0.0,0
Q96SK3,0.0.0.0,0
Q6PF04,0.0.0.0,0
Q8TBC5,0.0.0.0,0
Q86W11,0.0.0.0,0
Q9NX65,0.0.0.0,0
O15535,0.0.0.0,0
P26927,0.0.0.0,0
O14964,0.0.0.0,0
Q96QV1,0.0.0.0,0
Q9Y2N7,0.0.0.0,0
P26583,0.0.0.0,0
Q6NXT2,0.0.0.0,0
P62805,0.0.0.0,0
Q5JVS0,0.0.0.0,0
P02790,0.0.0.0,0
Q30201,0.0.0.0,0
Q9Y5L2,0.0.0.0,0
Q95460,0.0.0.0,0
Q99871,0.0.0.0,0
P69905,0.0.0.0,0
Q9BXC0,0.0.0.0,0
Q9Y5Z7,0.0.0.0,0
P14317,0.0.0.0,0
Q5TA89,0.0.0.0,0
P04233,0.0.0.0,0
Q8IV36,0.0.0.0,0
Q16665,0.0.0.0,0
Q9Y241,0.0.0.0,0
P60008,0.0.0.0,0
P54198,0.0.0.0,0
Q02577,0.0.0.0,0
Q92619,0.0.0.0,0
Q96ED9,0.0.0.0,0
Q86YZ3,0.0.0.0,0
P07900,0.0.0.0,0
P15515,0.0.0.0,0
Q6NT76,0.0.0.0,0
P20823,0.0.0.0,0
P31943,0.0.0.0,0
Q8IX15,0.0.0.0,0
Q9NZL4,0.0.0.0,0
P37235,0.0.0.0,0
Q92598,0.0.0.0,0
Q9H6D7,0.0.0.0,0
Q9Y450,0.0.0.0,0
Q8TDS4,0.0.0.0,0
Q9Y3Q4,0.0.0.0,0
Q9UBK5,0.0.0.0,0
P51858,0.0.0.0,0
P42858,0.0.0.0,0
Q9UBX0,0.0.0.0,0
O94992,0.0.0.0,0
Q14526,0.0.0.0,0
Q53FT3,0.0.0.0,0
Q8NCD3,0.0.0.0,0
P01893,0.0.0.0,0
P52926,0.0.0.0,0
O97980,0.0.0.0,0
P41235,0.0.0.0,0
Q8WVV9,0.0.0.0,0
O43390,0.0.0.0,0
Q86X24,0.0.0.0,0
P84074,0.0.0.0,0
Q86YV9,0.0.0.0,0
Q9ULV5,0.0.0.0,0
Q8TDB4,0.0.0.0,0
O60921,0.0.0.0,0
Q16534,0.0.0.0,0
Q9NP66,0.0.0.0,0
P17096,0.0.0.0,0
Q96LI6,0.0.0.0,0
Q92522,0.0.0.0,0
Q7Z4H7,0.0.0.0,0
O75146,0.0.0.0,0
Q9BUJ2,0.0.0.0,0
P52597,0.0.0.0,0
P14866,0.0.0.0,0
P52272,0.0.0.0,0
O60506,0.0.0.0,0
Q5SSJ5,0.0.0.0,0
Q6P1K1,0.0.0.0,0
P35367,0.0.0.0,0
P08238,0.0.0.0,0
Q3SXM5,0.0.0.0,0
P01780,0.0.0.0,0
Q13651,0.0.0.0,0
P22692,0.0.0.0,0
Q9P2D0,0.0.0.0,0
Q14773,0.0.0.0,0
Q5VY09,0.0.0.0,0
Q16666,0.0.0.0,0
Q86VS8,0.0.0.0,0
Q9P2W1,0.0.0.0,0
P04196,0.0.0.0,0
O75031,0.0.0.0,0
P01766,0.0.0.0,0
P49639,0.0.0.0,0
P35453,0.0.0.0,0
P78552,0.0.0.0,0
Q8NAC3,0.0.0.0,0
Q8NFM7,0.0.0.0,0
O95998,0.0.0.0,0
Q969J5,0.0.0.0,0
P20810,0.0.0.0,0
O00198,0.0.0.0,0
P23083,0.0.0.0,0
P01817,0.0.0.0,0
P31249,0.0.0.0,0
Q9BYI3,0.0.0.0,0
Q9Y4L1,0.0.0.0,0
Q9UBH0,0.0.0.0,0
P32942,0.0.0.0,0
Q04637,0.0.0.0,0
P01574,0.0.0.0,0
P01579,0.0.0.0,0
P01877,0.0.0.0,0
P01854,0.0.0.0,0
P01591,0.0.0.0,0
P01834,0.0.0.0,0
Q9UBC1,0.0.0.0,0
Q70UQ0,0.0.0.0,0
P29460,0.0.0.0,0
P05114,0.0.0.0,0
P00738,0.0.0.0,0
Q8IWL3,0.0.0.0,0
Q9UBY9,0.0.0.0,0
P01764,0.0.0.0,0
P20719,0.0.0.0,0
O75330,0.0.0.0,0
P31942,0.0.0.0,0
P07910,0.0.0.0,0
Q14103,0.0.0.0,0
P61978,0.0.0.0,0
Q9UJC3,0.0.0.0,0
Q9BPY8,0.0.0.0,0
Q9UPZ3,0.0.0.0,0
Q9H3N8,0.0.0.0,0
Q00613,0.0.0.0,0
Q96JZ2,0.0.0.0,0
P04553,0.0.0.0,0
P11142,0.0.0.0,0
P31269,0.0.0.0,0
O75506,0.0.0.0,0
Q03933,0.0.0.0,0
P04792,0.0.0.0,0
Q8IVG9,0.0.0.0,0
P01814,0.0.0.0,0
Q13261,0.0.0.0,0
Q96F46,0.0.0.0,0
Q9UHF4,0.0.0.0,0
P23588,0.0.0.0,0
P78344,0.0.0.0,0
P63241,0.0.0.0,0
Q8IY31,0.0.0.0,0
O14558,0.0.0.0,0
P17482,0.0.0.0,0
Q08334,0.0.0.0,0
P42701,0.0.0.0,0
Q6UXL0,0.0.0.0,0
Q6UWB1,0.0.0.0,0
Q7Z5L9,0.0.0.0,0
Q8WUF5,0.0.0.0,0
Q05084,0.0.0.0,0
Q659A1,0.0.0.0,0
P46199,0.0.0.0,0
Q96D96,0.0.0.0,0
P31268,0.0.0.0,0
Q92826,0.0.0.0,0
P14653,0.0.0.0,0
Q14626,0.0.0.0,0
Q99665,0.0.0.0,0
O75144,0.0.0.0,0
O43432,0.0.0.0,0
P56537,0.0.0.0,0
P09914,0.0.0.0,0
Q9P0W0,0.0.0.0,0
P01880,0.0.0.0,0
P0CG04,0.0.0.0,0
Q5DX21,0.0.0.0,0
Q93033,0.0.0.0,0
Q8IYA8,0.0.0.0,0
P25963,0.0.0.0,0
Q9UKT9,0.0.0.0,0
Q16552,0.0.0.0,0
Q13478,0.0.0.0,0
P26951,0.0.0.0,0
P32927,0.0.0.0,0
P24394,0.0.0.0,0
O43719,0.0.0.0,0
P01782,0.0.0.0,0
P06331,0.0.0.0,0
P01825,0.0.0.0,0
Q9NRM6,0.0.0.0,0
O95256,0.0.0.0,0
Q8N6P7,0.0.0.0,0
Q9H1B7,0.0.0.0,0
P54105,0.0.0.0,0
P24592,0.0.0.0,0
Q16270,0.0.0.0,0
P05155,0.0.0.0,0
P05362,0.0.0.0,0
Q9UMF0,0.0.0.0,0
Q9Y6W8,0.0.0.0,0
Q9HBG6,0.0.0.0,0
O60573,0.0.0.0,0
P06730,0.0.0.0,0
Q6K0P9,0.0.0.0,0
Q01629,0.0.0.0,0
P01859,0.0.0.0,0
P01871,0.0.0.0,0
O75054,0.0.0.0,0
P20809,0.0.0.0,0
P35225,0.0.0.0,0
P14778,0.0.0.0,0
P18510,0.0.0.0,0
Q9NYY1,0.0.0.0,0
P24001,0.0.0.0,0
Q9NZH8,0.0.0.0,0
P05113,0.0.0.0,0
Q14974,0.0.0.0,0
P80217,0.0.0.0,0
Q8NBZ0,0.0.0.0,0
P17181,0.0.0.0,0
Q0VD86,0.0.0.0,0
Q9UNL4,0.0.0.0,0
Q8N201,0.0.0.0,0
P05198,0.0.0.0,0
Q9NZI8,0.0.0.0,0
P55010,0.0.0.0,0
Q13325,0.0.0.0,0
K9M1U5,0.0.0.0,0
P05019,0.0.0.0,0
P01344,0.0.0.0,0
Q969P0,0.0.0.0,0
P01589,0.0.0.0,0
P05112,0.0.0.0,0
P52294,0.0.0.0,0
P48551,0.0.0.0,0
Q8WYH8,0.0.0.0,0
P08476,0.0.0.0,0
P52292,0.0.0.0,0
Q9BZV3,0.0.0.0,0
Q1MX18,0.0.0.0,0
O15503,0.0.0.0,0
Q68E01,0.0.0.0,0
Q9UI26,0.0.0.0,0
O94829,0.0.0.0,0
O15397,0.0.0.0,0
P35900,0.0.0.0,0
Q7Z3Z0,0.0.0.0,0
P02538,0.0.0.0,0
Q3SY84,0.0.0.0,0
P13164,0.0.0.0,0
P01563,0.0.0.0,0
Q15653,0.0.0.0,0
O00221,0.0.0.0,0
P51460,0.0.0.0,0
Q9Y5Q6,0.0.0.0,0
Q8NA54,0.0.0.0,0
Q13568,0.0.0.0,0
Q00978,0.0.0.0,0
Q9Y4H2,0.0.0.0,0
P05161,0.0.0.0,0
P57087,0.0.0.0,0
Q86YT9,0.0.0.0,0
Q9BR39,0.0.0.0,0
Q02363,0.0.0.0,0
P46695,0.0.0.0,0
P20042,0.0.0.0,0
Q15056,0.0.0.0,0
O14879,0.0.0.0,0
Q01628,0.0.0.0,0
P05014,0.0.0.0,0
P01567,0.0.0.0,0
Q8IU54,0.0.0.0,0
Q96LB3,0.0.0.0,0
P01876,0.0.0.0,0
P01860,0.0.0.0,0
P29459,0.0.0.0,0
Q9NPH9,0.0.0.0,0
Q6ZMJ4,0.0.0.0,0
Q6P9B9,0.0.0.0,0
P10997,0.0.0.0,0
P18065,0.0.0.0,0
P17936,0.0.0.0,0
Q96RY7,0.0.0.0,0
P0CF74,0.0.0.0,0
P15814,0.0.0.0,0
Q8N6C5,0.0.0.0,0
P01583,0.0.0.0,0
Q13007,0.0.0.0,0
Q86SU0,0.0.0.0,0
O00629,0.0.0.0,0
P27352,0.0.0.0,0
P78318,0.0.0.0,0
P22301,0.0.0.0,0
P40933,0.0.0.0,0
Q14116,0.0.0.0,0
Q9UHD0,0.0.0.0,0
P01584,0.0.0.0,0
P27930,0.0.0.0,0
Q01113,0.0.0.0,0
Q01638,0.0.0.0,0
Q9UK53,0.0.0.0,0
Q96EL1,0.0.0.0,0
P07476,0.0.0.0,0
P46940,0.0.0.0,0
O14654,0.0.0.0,0
Q14005,0.0.0.0,0
Q96PD4,0.0.0.0,0
Q9GZX6,0.0.0.0,0
Q9H293,0.0.0.0,0
P01308,0.0.0.0,0
Q8TEX9,0.0.0.0,0
O00410,0.0.0.0,0
Q96P70,0.0.0.0,0
Q15051,0.0.0.0,0
Q9NZN1,0.0.0.0,0
P53990,0.0.0.0,0
P05000,0.0.0.0,0
P08700,0.0.0.0,0
P08887,0.0.0.0,0
P40189,0.0.0.0,0
P05231,0.0.0.0,0
P30740,0.0.0.0,0
Q9NV31,0.0.0.0,0
Q6PI98,0.0.0.0,0
P15260,0.0.0.0,0
P38484,0.0.0.0,0
P05111,0.0.0.0,0
Q14641,0.0.0.0,0
Q01101,0.0.0.0,0
Q9UL03,0.0.0.0,0
P05154,0.0.0.0,0
Q27J81,0.0.0.0,0
Q8IU57,0.0.0.0,0
Q9H0H0,0.0.0.0,0
Q96HW7,0.0.0.0,0
Q6DN90,0.0.0.0,0
Q13576,0.0.0.0,0
Q92985,0.0.0.0,0
P26006,0.0.0.0,0
P05106,0.0.0.0,0
P26010,0.0.0.0,0
P26012,0.0.0.0,0
O14713,0.0.0.0,0
P15884,0.0.0.0,0
P19823,0.0.0.0,0
Q8IYV9,0.0.0.0,0
Q6A162,0.0.0.0,0
Q15323,0.0.0.0,0
P04264,0.0.0.0,0
P48668,0.0.0.0,0
Q6PIL6,0.0.0.0,0
Q16558,0.0.0.0,0
Q14003,0.0.0.0,0
Q9Y6J6,0.0.0.0,0
Q96L42,0.0.0.0,0
P57789,0.0.0.0,0
Q7Z418,0.0.0.0,0
P51787,0.0.0.0,0
O43525,0.0.0.0,0
Q719H9,0.0.0.0,0
Q7L273,0.0.0.0,0
O95235,0.0.0.0,0
Q7Z4S6,0.0.0.0,0
Q8IX03,0.0.0.0,0
Q9NS87,0.0.0.0,0
Q12756,0.0.0.0,0
O60333,0.0.0.0,0
O00139,0.0.0.0,0
O95239,0.0.0.0,0
Q92845,0.0.0.0,0
Q8NG31,0.0.0.0,0
O95373,0.0.0.0,0
O43187,0.0.0.0,0
P10914,0.0.0.0,0
P18564,0.0.0.0,0
Q86UX2,0.0.0.0,0
Q15811,0.0.0.0,0
Q9NZM3,0.0.0.0,0
Q96ST2,0.0.0.0,0
Q6IE81,0.0.0.0,0
Q86T24,0.0.0.0,0
Q7Z3B3,0.0.0.0,0
Q96T55,0.0.0.0,0
O15554,0.0.0.0,0
Q9NR82,0.0.0.0,0
O75525,0.0.0.0,0
Q8NI77,0.0.0.0,0
Q86Y91,0.0.0.0,0
P43626,0.0.0.0,0
Q99706,0.0.0.0,0
Q15058,0.0.0.0,0
Q9H9L4,0.0.0.0,0
Q9P2N6,0.0.0.0,0
Q96EK5,0.0.0.0,0
Q8N5Z5,0.0.0.0,0
Q9NS61,0.0.0.0,0
Q86W47,0.0.0.0,0
P22459,0.0.0.0,0
P22460,0.0.0.0,0
P48547,0.0.0.0,0
P15382,0.0.0.0,0
Q9Y6H6,0.0.0.0,0
Q12809,0.0.0.0,0
Q9NPC2,0.0.0.0,0
Q5JUK3,0.0.0.0,0
Q96MP8,0.0.0.0,0
P61371,0.0.0.0,0
P13612,0.0.0.0,0
P23229,0.0.0.0,0
P20701,0.0.0.0,0
P06756,0.0.0.0,0
P05556,0.0.0.0,0
P05107,0.0.0.0,0
P18084,0.0.0.0,0
Q9Y287,0.0.0.0,0
Q9NQC1,0.0.0.0,0
Q92613,0.0.0.0,0
P78504,0.0.0.0,0
Q8WXH2,0.0.0.0,0
P17535,0.0.0.0,0
P05412,0.0.0.0,0
Q9H0B3,0.0.0.0,0
P10644,0.0.0.0,0
Q9Y691,0.0.0.0,0
Q9NPA1,0.0.0.0,0
Q09470,0.0.0.0,0
P22001,0.0.0.0,0
Q8TDN1,0.0.0.0,0
Q9ULD8,0.0.0.0,0
P63252,0.0.0.0,0
O00180,0.0.0.0,0
Q8NI35,0.0.0.0,0
P41236,0.0.0.0,0
O14896,0.0.0.0,0
Q02556,0.0.0.0,0
P00995,0.0.0.0,0
P19827,0.0.0.0,0
Q14624,0.0.0.0,0
Q8WWA0,0.0.0.0,0
Q9Y624,0.0.0.0,0
Q96AA8,0.0.0.0,0
Q7Z3Y7,0.0.0.0,0
Q8NFY9,0.0.0.0,0
P78508,0.0.0.0,0
Q14654,0.0.0.0,0
Q9UK17,0.0.0.0,0
Q9UJ90,0.0.0.0,0
Q96KK3,0.0.0.0,0
Q6UVM3,0.0.0.0,0
Q9NQ38,0.0.0.0,0
Q9ULR0,0.0.0.0,0
Q9UKX5,0.0.0.0,0
P08514,0.0.0.0,0
P17301,0.0.0.0,0
P08648,0.0.0.0,0
P53708,0.0.0.0,0
P11215,0.0.0.0,0
P16144,0.0.0.0,0
O76095,0.0.0.0,0
Q99456,0.0.0.0,0
P02533,0.0.0.0,0
Q7RTS7,0.0.0.0,0
Q8IZA0,0.0.0.0,0
Q8TAE7,0.0.0.0,0
Q9Y257,0.0.0.0,0
Q9H427,0.0.0.0,0
Q96T54,0.0.0.0,0
Q8NC69,0.0.0.0,0
Q15306,0.0.0.0,0
Q06033,0.0.0.0,0
Q9NQX7,0.0.0.0,0
Q8WYK2,0.0.0.0,0
O60303,0.0.0.0,0
P19012,0.0.0.0,0
Q04695,0.0.0.0,0
P08727,0.0.0.0,0
P12035,0.0.0.0,0
Q6KB66,0.0.0.0,0
P13861,0.0.0.0,0
P31323,0.0.0.0,0
Q674X7,0.0.0.0,0
Q9HBE4,0.0.0.0,0
Q5VWK5,0.0.0.0,0
Q9NPF7,0.0.0.0,0
P60568,0.0.0.0,0
O95760,0.0.0.0,0
Q01344,0.0.0.0,0
P10145,0.0.0.0,0
Q12905,0.0.0.0,0
Q12906,0.0.0.0,0
Q14653,0.0.0.0,0
O75578,0.0.0.0,0
P56199,0.0.0.0,0
P20702,0.0.0.0,0
Q9BX67,0.0.0.0,0
Q86VZ6,0.0.0.0,0
O60271,0.0.0.0,0
Q6P597,0.0.0.0,0
O95600,0.0.0.0,0
Q96M94,0.0.0.0,0
Q53GT1,0.0.0.0,0
Q2TBA0,0.0.0.0,0
Q9UH77,0.0.0.0,0
Q13241,0.0.0.0,0
P60410,0.0.0.0,0
P60412,0.0.0.0,0
P59991,0.0.0.0,0
Q9BYR5,0.0.0.0,0
Q701N4,0.0.0.0,0
P26371,0.0.0.0,0
Q9NSB2,0.0.0.0,0
P06312,0.0.0.0,0
P01611,0.0.0.0,0
P00709,0.0.0.0,0
Q13753,0.0.0.0,0
P11279,0.0.0.0,0
Q9UQV4,0.0.0.0,0
Q6PKG0,0.0.0.0,0
Q71RC2,0.0.0.0,0
Q4G0J3,0.0.0.0,0
Q9Y4W2,0.0.0.0,0
O43561,0.0.0.0,0
Q5T7P3,0.0.0.0,0
P17275,0.0.0.0,0
P13645,0.0.0.0,0
